slug,name,side,effect_raw
sword-of-adversity,Sword of Adversity,front,[Class Bonus] Sword of Adversity gets +1 POWER as long as you control no allies. (Apply this effect only if your champion's class matches this card's class.)
innervate-fury,Innervate Fury,front,"As an additional cost to activate this card, delevel your champion and recover 5. (To delevel your champion, return the top card of its lineage to its owner's material deck.)

Deal 7 damage split among any amount of target allies."
devotions-price,Devotion's Price,front,"As an additional cost to activate this card, discard two cards.

For each omen you have with a different reserve cost, draw a card. Until end of turn, you can't draw cards."
keep-of-the-golden-sashes,Keep of the Golden Sashes,front,"The first card your opponents activate each turn costs 1 more to activate.

Upkeep — At the beginning of your recollection phase, you may banish two cards from your graveyard. If you don't, sacrifice Keep of the Golden Sashes."
maiden-of-shimmering-air,Maiden of Shimmering Air,front,"Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
fraysia,Fraysia,front,Sacrifice Fraysia: Recover 1.
novice-mechanist,Novice Mechanist,front,"Foster (At the beginning of your recollection phase, if this ally hasn’t been dealt damage since the end of your previous turn, it becomes fostered.) 

On Foster: Summon an Automaton Drone token."
evasive-positioning,Evasive Positioning,front,"Prevent the next 2 damage that would be dealt to target unit this turn. If that unit is a champion, it becomes distant."
imperial-spy,Imperial Spy,front,"[Class Bonus] Stealth (This unit can’t be targeted by attacks unless permitted by true sight.)

On Kill: Put a preparation counter on your champion."
sword-of-seeking,Sword of Seeking,front,[Class Bonus] True Sight (Attacks using this weapon can target units with stealth. Apply this effect only if your champion's class matches this card's class.)
red-slime,Red Slime,front,"Pride 3 (This ally won't obey you unless your champion is level 3 or higher.)

[Class Bonus] On Death: Deal damage to all allies equal to Red Slime's power. (Apply this effect only if your champion's class matches this card's class.)"
nocturnes-oblivion,Nocturne's Oblivion,front,"As long as you have five or more omens with different reserve costs, this card costs 2 less to activate. 

Destroy target non-champion object. Banish Nocturne's Oblivion."
kind-beastcaller,Kind Beastcaller,front,[Class Bonus] On Enter: Look at the top five cards of your deck. You may reveal an Animal or Beast ally card from among them and put it into your hand. Put the rest on the bottom of your deck in any order.
machined-monstrosity,Machined Monstrosity,front,"Pride 4 (This ally won’t obey you unless your champion is level 4 or higher. You can’t attack with, intercept with, or activate abilities of allies that don’t obey you.)

[Class Bonus] On Death: Summon a Powercell token rested."
lead-with-force,Lead with Force,front,"[Class Bonus] This card costs 1 less to activate. (Apply this effect only if your champion’s class matches this card’s class.)

Target ally gets +1 LIFE until end of turn. If that ally is an Animal or a Beast, put a buff counter on it. (Allies get +1 POWER and +1 LIFE for each buff counter on them.)"
minister-of-ceremony,Minister of Ceremony,front,"REST: As a Spell, deal 3 damage to target unit. Activate this ability only at slow speed and only if your Shifting Currents face East."
tome-of-knowledge,Tome of Knowledge,front,"[Class Bonus] Your champion gets +1 level. (Apply this effect only if your champion's class matches this card's class.)

Banish Tome of Knowledge: Draw a card."
ombreux-chevalier,Ombreux Chevalier,front,"On Enter: Return one of your omens to your hand. If you do, banish a card from your hand and put an omen counter on it. (An omen is a card in a banishment with an omen counter on it.)"
varuckan-acolyte,Varuckan Acolyte,front,"On Enter: Destroy target regalia with memory cost 0.  

[Level 3+] Varuckan Acolyte gets +3 POWER."
devoted-bloomweaver,Devoted Bloomweaver,front,"Preserve (When this ally dies, put it into its owner's material deck preserved. As you materialize, you may instead return a preserved card to your hand.)

[Class Bonus] On Enter: Empower 2."
freydis-master-tactician,"Freydis, Master Tactician",front,"[Class Bonus] At the beginning of your recollection phase, put a tactic counter on Freydis, then glimpse X where X is the amount of tactic counters on Freydis. 

Remove three tactic counters from Freydis: For the rest of the game, Ranger units you control are always distant."
excalibur-reflected-edge,"Excalibur, Reflected Edge",front,"True Sight, Spellshroud

[Merlin Bonus] Excalibur gets +1POWER.

On Destroy: Summon a token copy of a non-Distortion regalia you control with memory cost 0. It becomes a Distortion in addition to its other types."
harvest-herbs,Harvest Herbs,front,"Gather. (To gather, summon a Blightroot, Manaroot, Silvershine, Fraysia, Razorvine, or Springleaf token, chosen at random.)

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
provoking-stand,Provoking Stand,front,"Target ally gains taunt until the beginning of your next turn. If that ally is unique, draw a card into your memory."
warriors-longsword,Warrior's Longsword,front,[Class Bonus] Warrior's Longsword gets +1 POWER. (Apply this effect only if your champion's class matches this card's class.)
reverse-affliction,Reverse Affliction,front,"Banish a Curse card from your champion's lineage. If you own that card, put an omen counter on it."
corhazi-trapper,Corhazi Trapper,front,"On Enter: Put a preparation counter on your champion.

REST, Remove a preparation counter from your champion: Target unit's attacks get -3 POWER until end of turn."
exorcism,Exorcism,front,"For each ephemeral object each player controls, its controller sacrifices it unless they pay (1)."
lost-wisdom,Lost Wisdom,front,"[Class Bonus] This card costs 2 less to activate if you control one or more unique allies.

Return a Spell card from your graveyard to your memory."
rescue-the-heir,Rescue the Heir,front,"[Level 1+] As long as you control a unique ally, this card costs 1 less to activate.

Return target ally you control to its owner's memory."
healing-aura,Healing Aura,front,"[Class Bonus] This card costs 1 less to activate. (Apply this effect only if your champion's class matches this card's class.)

At the beginning of your recollection phase, recover 1. (To recover, remove that many damage counters from your champion.)"
deep-sea-fractal,Deep Sea Fractal,front,"Hindered (This object enters the field rested.) 

On Enter: Each player puts the top card of their deck into their graveyard.

Reservable (While paying for a reserve cost, you may rest this object to pay for 1 of that cost.)"
manufacture-cell,Manufacture Cell,front,"Summon a Powercell token rested. If you control an Automaton, draw a card."
water-resonance-bauble,Water Resonance Bauble,front,Banish Water Resonance Bauble: Draw a card. Activate this ability only if an opponent controls a water element champion.
exploit-vulnerability,Exploit Vulnerability,front,"Prepare 1 (You may remove a preparation counter from your champion as you activate this card.)

Draw a card. Then if Exploit Vulnerability was prepared, choose an Assassin unit you control and it gains ""On Ally Hit: Destroy the hit ally"" until end of turn."
sinistre-stab,Sinistre Stab,front,"On Hit: If you have five or more omens, you may put Sinistre Stab on the bottom of the hit champion's lineage. Otherwise, put Sinistre Stab on the bottom of your champion's lineage.

Inherited Effect — This object gets -3LIFE. (Champions have this ability as long as this card is part of its lineage.)"
lumbering-steed,Lumbering Steed,front,"Hindered (This ally enters the field rested.) 

(2): Lumbering Steed gets +1 LIFE until end of turn."
priscilla-lost-spirit,"Priscilla, Lost Spirit",front,On Enter: Draw seven cards.
into-the-fray,Into the Fray,front,"Up to one target ally you control gets +1 POWER until end of turn for each other ally you control.

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
expose-darkness,Expose Darkness,front,"If target unit has stealth, draw a card. Then that unit loses stealth until end of turn."
wind-resonance-bauble,Wind Resonance Bauble,front,Banish Wind Resonance Bauble: Draw a card. Activate this ability only if an opponent controls a wind element champion.
mechanical-hare,Mechanical Hare,front,"[Class Bonus] On Enter: Put a buff counter on Mechanical Hare.

As long as Mechanical Hare has two or more buff counters on it, it has “On Attack: Banish up to two target cards in a single graveyard."""
marksman-captain,Marksman Captain,front,"Ranged 2 (As long as this unit is distant, its attacks get +2 POWER.)

On Enter: Another target unit you control becomes distant. (Units stay distant until the end of their controller's turn.)"
revealing-mesmer,Revealing Mesmer,front,"(2), REST: Each champion loses spellshroud until end of turn.

(2), REST: Change the target of an activation or trigger that targets a phantasia you control to Revealing Mesmer."
fractal-of-intrusion,Fractal of Intrusion,front,"On Enter: You may banish a card with floating memory from your graveyard. When you do, look at target opponent's memory and discard a card from it.

Reservable (While paying for a reserve cost, you may rest this object to pay for 1 of that cost.)"
